Id,GlobalId,ElementName,AltName,Definition,Format,HasOptionSet,UsageNotes,URL,Version,TermID,ChangeNotes,TechnicalName,PropertyType,IsVirtual
0e63559c-2331-41fb-bc5c-8d5795176ce9,000229,Recognition for Participation or Performance in an Activity,,"The nature of recognition given to the student for accomplishments in a co-curricular, or extra-curricular activity.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19229,10,19229,,RefActivityRecognitionType,Autobahn.Entities.RefActivityRecognitionType,True
30130ced-400e-4737-ac1e-59f12d0edc1d,001288,Career Cluster,,"The career cluster that defines the industry or occupational focus which may be associated with a career pathways program, plan of study, or course.",,1,"Options from O*NET OnLine an application that was created for the general public to provide broad access to the O*NET database of occupational information. O*NET OnLine offers a variety of search options and occupational data, while My Next Move is a streamlined application for students and job seekers. Both applications were developed for the U.S. Department of Labor by the National Center for O*NET Development.  See onetonline.org for more information.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20254,10,20254,Added elements to DES contexts to support post-secondary needs,OrganizationId,Guid,False
d85c0919-54df-4b49-9da9-c6b47dceeb29,001288,Career Cluster,,"The career cluster that defines the industry or occupational focus which may be associated with a career pathways program, plan of study, or course.",,1,"Options from O*NET OnLine an application that was created for the general public to provide broad access to the O*NET database of occupational information. O*NET OnLine offers a variety of search options and occupational data, while My Next Move is a streamlined application for students and job seekers. Both applications were developed for the U.S. Department of Labor by the National Center for O*NET Development.  See onetonline.org for more information.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20254,10,20254,Added elements to DES contexts to support post-secondary needs,RefCourseLevelTypeId,Guid?,False
379f1540-b03c-4fd0-896e-0500f1712f10,001288,Career Cluster,,"The career cluster that defines the industry or occupational focus which may be associated with a career pathways program, plan of study, or course.",,1,"Options from O*NET OnLine an application that was created for the general public to provide broad access to the O*NET database of occupational information. O*NET OnLine offers a variety of search options and occupational data, while My Next Move is a streamlined application for students and job seekers. Both applications were developed for the U.S. Department of Labor by the National Center for O*NET Development.  See onetonline.org for more information.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20254,10,20254,Added elements to DES contexts to support post-secondary needs,RefCareerClusterId,Guid?,False
582f70b4-accf-414f-a0f9-a4495b996455,001288,Career Cluster,,"The career cluster that defines the industry or occupational focus which may be associated with a career pathways program, plan of study, or course.",,1,"Options from O*NET OnLine an application that was created for the general public to provide broad access to the O*NET database of occupational information. O*NET OnLine offers a variety of search options and occupational data, while My Next Move is a streamlined application for students and job seekers. Both applications were developed for the U.S. Department of Labor by the National Center for O*NET Development.  See onetonline.org for more information.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20254,10,20254,Added elements to DES contexts to support post-secondary needs,DataCollection,Autobahn.Entities.DataCollection,True
79b64a2d-ba4a-43cb-a455-fb7cc1ff8769,001288,Career Cluster,,"The career cluster that defines the industry or occupational focus which may be associated with a career pathways program, plan of study, or course.",,1,"Options from O*NET OnLine an application that was created for the general public to provide broad access to the O*NET database of occupational information. O*NET OnLine offers a variety of search options and occupational data, while My Next Move is a streamlined application for students and job seekers. Both applications were developed for the U.S. Department of Labor by the National Center for O*NET Development.  See onetonline.org for more information.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20254,10,20254,Added elements to DES contexts to support post-secondary needs,RecordStatus,Autobahn.Entities.RecordStatus,True
7fcb62a9-2cb4-4c5b-9524-679184e591e9,001288,Career Cluster,,"The career cluster that defines the industry or occupational focus which may be associated with a career pathways program, plan of study, or course.",,1,"Options from O*NET OnLine an application that was created for the general public to provide broad access to the O*NET database of occupational information. O*NET OnLine offers a variety of search options and occupational data, while My Next Move is a streamlined application for students and job seekers. Both applications were developed for the U.S. Department of Labor by the National Center for O*NET Development.  See onetonline.org for more information.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20254,10,20254,Added elements to DES contexts to support post-secondary needs,RefCareerCluster,Autobahn.Entities.RefCareerCluster,True
af0e3ceb-e0d1-4bdb-9c91-03fd240fc8dc,000178,Level of Institution,,"A classification of whether a postsecondary institution's highest level of offering is a program of 4-years or higher (4 year), 2-but-less-than 4-years (2 year), or less than 2-years.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19178,10,19178,,OrganizationId,Guid,False
42d10918-d018-4ecd-b83a-87e291bb5f81,000178,Level of Institution,,"A classification of whether a postsecondary institution's highest level of offering is a program of 4-years or higher (4 year), 2-but-less-than 4-years (2 year), or less than 2-years.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19178,10,19178,,RefLevelOfInstitutionId,Guid,False
a717c76c-6256-44a1-a0a0-15ac074dcf99,000178,Level of Institution,,"A classification of whether a postsecondary institution's highest level of offering is a program of 4-years or higher (4 year), 2-but-less-than 4-years (2 year), or less than 2-years.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19178,10,19178,,DataCollection,Autobahn.Entities.DataCollection,True
5675c622-957a-4053-b4eb-36aa9d78c3a6,000178,Level of Institution,,"A classification of whether a postsecondary institution's highest level of offering is a program of 4-years or higher (4 year), 2-but-less-than 4-years (2 year), or less than 2-years.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19178,10,19178,,Organization,Autobahn.Entities.Organization,True
5080c0cb-bae8-4723-be20-1bf1860ed878,000178,Level of Institution,,"A classification of whether a postsecondary institution's highest level of offering is a program of 4-years or higher (4 year), 2-but-less-than 4-years (2 year), or less than 2-years.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19178,10,19178,,RecordStatus,Autobahn.Entities.RecordStatus,True
0e0834b6-91d3-4e72-a9ab-3800d5509471,000178,Level of Institution,,"A classification of whether a postsecondary institution's highest level of offering is a program of 4-years or higher (4 year), 2-but-less-than 4-years (2 year), or less than 2-years.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19178,10,19178,,RefLevelOfInstitution,Autobahn.Entities.RefLevelOfInstitution,True
5a968c73-dcff-46d7-bbc9-6ad4d0872c17,000786,Adult Education Staff Classification,,"The titles of employment, official status, or rank of adult education staff.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19770,10,19770,,OrganizationPersonRoleId,Guid,False
04a41712-9ee4-4736-8089-c719d0bc1049,000786,Adult Education Staff Classification,,"The titles of employment, official status, or rank of adult education staff.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19770,10,19770,,YearsOfPriorAeTeachingExperience,System.Decimal?,False
41008c1c-d84b-40ab-ab4d-87218e86f07e,000786,Adult Education Staff Classification,,"The titles of employment, official status, or rank of adult education staff.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19770,10,19770,,RefAeStaffClassificationId,Guid?,False
cd758b49-347b-496d-9f56-3d5e25bd5cd5,000786,Adult Education Staff Classification,,"The titles of employment, official status, or rank of adult education staff.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19770,10,19770,,RefAeStaffEmploymentStatusId,Guid?,False
758539ef-2998-403b-80db-d4eb6db4fa4c,000786,Adult Education Staff Classification,,"The titles of employment, official status, or rank of adult education staff.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19770,10,19770,,DataCollection,Autobahn.Entities.DataCollection,True
108d6982-e8c1-449e-9058-503e966f2f6f,000786,Adult Education Staff Classification,,"The titles of employment, official status, or rank of adult education staff.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19770,10,19770,,OrganizationPersonRole,Autobahn.Entities.OrganizationPersonRole,True
7b3edf1d-4575-4c20-8034-58dacd7ac506,000786,Adult Education Staff Classification,,"The titles of employment, official status, or rank of adult education staff.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19770,10,19770,,RecordStatus,Autobahn.Entities.RecordStatus,True
36349368-41b1-443e-a781-ab3b8f8ae4c1,000786,Adult Education Staff Classification,,"The titles of employment, official status, or rank of adult education staff.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19770,10,19770,,RefAeStaffClassification,Autobahn.Entities.RefAeStaffClassification,True
c6c5afab-9a76-4b1f-b8ee-7dd79b355b96,000786,Adult Education Staff Classification,,"The titles of employment, official status, or rank of adult education staff.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19770,10,19770,,RefAeStaffEmploymentStatus,Autobahn.Entities.RefAeStaffEmploymentStatu,True
2b3720f5-1b89-4b7f-9345-973f612d0471,000081,Diploma or Credential Award Date,,The month and year on which the diploma/credential is awarded to a student in recognition of his/her completion of the curricular requirements.,YYYY-MM,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19081,10,19081,,OrganizationPersonRoleId,Guid,False
20f53abb-b6f2-4473-b3e8-d5ca3a4fcda8,000081,Diploma or Credential Award Date,,The month and year on which the diploma/credential is awarded to a student in recognition of his/her completion of the curricular requirements.,YYYY-MM,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19081,10,19081,,DiplomaOrCredentialAwardDate,System.String,False
bd84c3ee-f796-41dd-b0f8-9542a187d547,000081,Diploma or Credential Award Date,,The month and year on which the diploma/credential is awarded to a student in recognition of his/her completion of the curricular requirements.,YYYY-MM,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19081,10,19081,,RefHighSchoolDiplomaTypeId,Guid?,False
7c50569f-6afb-4de9-ba46-4f0576393ad4,000081,Diploma or Credential Award Date,,The month and year on which the diploma/credential is awarded to a student in recognition of his/her completion of the curricular requirements.,YYYY-MM,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19081,10,19081,,RefProfessionalTechnicalCredentialTypeId,Guid?,False
4fb0b3f4-8516-449b-923d-63df5614422f,000081,Diploma or Credential Award Date,,The month and year on which the diploma/credential is awarded to a student in recognition of his/her completion of the curricular requirements.,YYYY-MM,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19081,10,19081,,DataCollection,Autobahn.Entities.DataCollection,True
c5a32bbe-319e-4faf-a003-ff4cd0082997,000081,Diploma or Credential Award Date,,The month and year on which the diploma/credential is awarded to a student in recognition of his/her completion of the curricular requirements.,YYYY-MM,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19081,10,19081,,OrganizationPersonRole,Autobahn.Entities.OrganizationPersonRole,True
7ec3d86d-0fdd-416c-9526-dd826062d4e9,000081,Diploma or Credential Award Date,,The month and year on which the diploma/credential is awarded to a student in recognition of his/her completion of the curricular requirements.,YYYY-MM,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19081,10,19081,,RecordStatus,Autobahn.Entities.RecordStatus,True
5f0c0060-aca8-4cf0-834d-a1913c3c7edd,000081,Diploma or Credential Award Date,,The month and year on which the diploma/credential is awarded to a student in recognition of his/her completion of the curricular requirements.,YYYY-MM,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19081,10,19081,,RefHighSchoolDiplomaType,Autobahn.Entities.RefHighSchoolDiplomaType,True
c2637aab-f66a-4de2-9e34-373b240ceef0,000081,Diploma or Credential Award Date,,The month and year on which the diploma/credential is awarded to a student in recognition of his/her completion of the curricular requirements.,YYYY-MM,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19081,10,19081,,RefProfessionalTechnicalCredentialType,Autobahn.Entities.RefProfessionalTechnicalCredentialType,True
79dc0001-808f-42e7-ac96-7cc67c3b12bb,000987,Employed While Enrolled,,"An individual who is a paid employee or works in his or her own business, profession, or farm, as reported through the State Unemployment Insurance Wage Report, FEDES, or WRIS, and at the same time is enrolled in secondary, postsecondary, or adult education or workforce programs.",,1,"Individual-level data obtained by matching records with wage records, FEDES, or WRIS. The State Education Agency defines the time period for this collection around an exit period and a corresponding period for employment and earnings data to be obtained. The option set includes ""Yes"" for employment found via one of the resources listed in the source element. These sources won't tell you anything further about employment or unemployment, only that a record was ""not found"" or ""not matched"" thus ""unknown.""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19989,10,19989,,OrganizationPersonRoleId,Guid,False
402f4d8e-88b8-4e9b-b2d2-4bf7e05e83f1,000987,Employed While Enrolled,,"An individual who is a paid employee or works in his or her own business, profession, or farm, as reported through the State Unemployment Insurance Wage Report, FEDES, or WRIS, and at the same time is enrolled in secondary, postsecondary, or adult education or workforce programs.",,1,"Individual-level data obtained by matching records with wage records, FEDES, or WRIS. The State Education Agency defines the time period for this collection around an exit period and a corresponding period for employment and earnings data to be obtained. The option set includes ""Yes"" for employment found via one of the resources listed in the source element. These sources won't tell you anything further about employment or unemployment, only that a record was ""not found"" or ""not matched"" thus ""unknown.""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19989,10,19989,,EmploymentNaicsCode,System.String,False
3181066d-9bbf-40c3-8c71-93f0a227af9d,000987,Employed While Enrolled,,"An individual who is a paid employee or works in his or her own business, profession, or farm, as reported through the State Unemployment Insurance Wage Report, FEDES, or WRIS, and at the same time is enrolled in secondary, postsecondary, or adult education or workforce programs.",,1,"Individual-level data obtained by matching records with wage records, FEDES, or WRIS. The State Education Agency defines the time period for this collection around an exit period and a corresponding period for employment and earnings data to be obtained. The option set includes ""Yes"" for employment found via one of the resources listed in the source element. These sources won't tell you anything further about employment or unemployment, only that a record was ""not found"" or ""not matched"" thus ""unknown.""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19989,10,19989,,RefEmployedWhileEnrolledId,Guid?,False
8488af8b-1140-4b52-965d-11c5c04c0bc2,000987,Employed While Enrolled,,"An individual who is a paid employee or works in his or her own business, profession, or farm, as reported through the State Unemployment Insurance Wage Report, FEDES, or WRIS, and at the same time is enrolled in secondary, postsecondary, or adult education or workforce programs.",,1,"Individual-level data obtained by matching records with wage records, FEDES, or WRIS. The State Education Agency defines the time period for this collection around an exit period and a corresponding period for employment and earnings data to be obtained. The option set includes ""Yes"" for employment found via one of the resources listed in the source element. These sources won't tell you anything further about employment or unemployment, only that a record was ""not found"" or ""not matched"" thus ""unknown.""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19989,10,19989,,RefEmployedAfterExitId,Guid?,False
42f7153a-6dfe-4e47-a509-88fb0d05d473,000987,Employed While Enrolled,,"An individual who is a paid employee or works in his or her own business, profession, or farm, as reported through the State Unemployment Insurance Wage Report, FEDES, or WRIS, and at the same time is enrolled in secondary, postsecondary, or adult education or workforce programs.",,1,"Individual-level data obtained by matching records with wage records, FEDES, or WRIS. The State Education Agency defines the time period for this collection around an exit period and a corresponding period for employment and earnings data to be obtained. The option set includes ""Yes"" for employment found via one of the resources listed in the source element. These sources won't tell you anything further about employment or unemployment, only that a record was ""not found"" or ""not matched"" thus ""unknown.""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19989,10,19989,,DataCollection,Autobahn.Entities.DataCollection,True
07346e87-ecf1-4cdf-912f-18fa4528f452,000987,Employed While Enrolled,,"An individual who is a paid employee or works in his or her own business, profession, or farm, as reported through the State Unemployment Insurance Wage Report, FEDES, or WRIS, and at the same time is enrolled in secondary, postsecondary, or adult education or workforce programs.",,1,"Individual-level data obtained by matching records with wage records, FEDES, or WRIS. The State Education Agency defines the time period for this collection around an exit period and a corresponding period for employment and earnings data to be obtained. The option set includes ""Yes"" for employment found via one of the resources listed in the source element. These sources won't tell you anything further about employment or unemployment, only that a record was ""not found"" or ""not matched"" thus ""unknown.""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19989,10,19989,,OrganizationPersonRole,Autobahn.Entities.OrganizationPersonRole,True
a380b877-f178-4bad-a7eb-255a36d3798d,000987,Employed While Enrolled,,"An individual who is a paid employee or works in his or her own business, profession, or farm, as reported through the State Unemployment Insurance Wage Report, FEDES, or WRIS, and at the same time is enrolled in secondary, postsecondary, or adult education or workforce programs.",,1,"Individual-level data obtained by matching records with wage records, FEDES, or WRIS. The State Education Agency defines the time period for this collection around an exit period and a corresponding period for employment and earnings data to be obtained. The option set includes ""Yes"" for employment found via one of the resources listed in the source element. These sources won't tell you anything further about employment or unemployment, only that a record was ""not found"" or ""not matched"" thus ""unknown.""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19989,10,19989,,RecordStatus,Autobahn.Entities.RecordStatus,True
30aaf3c8-c547-439a-bde5-562a74d27bf9,000987,Employed While Enrolled,,"An individual who is a paid employee or works in his or her own business, profession, or farm, as reported through the State Unemployment Insurance Wage Report, FEDES, or WRIS, and at the same time is enrolled in secondary, postsecondary, or adult education or workforce programs.",,1,"Individual-level data obtained by matching records with wage records, FEDES, or WRIS. The State Education Agency defines the time period for this collection around an exit period and a corresponding period for employment and earnings data to be obtained. The option set includes ""Yes"" for employment found via one of the resources listed in the source element. These sources won't tell you anything further about employment or unemployment, only that a record was ""not found"" or ""not matched"" thus ""unknown.""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19989,10,19989,,RefEmployedAfterExit,Autobahn.Entities.RefEmployedAfterExit,True
3f262863-89c6-401f-b6b6-f0b91ccdcec4,000987,Employed While Enrolled,,"An individual who is a paid employee or works in his or her own business, profession, or farm, as reported through the State Unemployment Insurance Wage Report, FEDES, or WRIS, and at the same time is enrolled in secondary, postsecondary, or adult education or workforce programs.",,1,"Individual-level data obtained by matching records with wage records, FEDES, or WRIS. The State Education Agency defines the time period for this collection around an exit period and a corresponding period for employment and earnings data to be obtained. The option set includes ""Yes"" for employment found via one of the resources listed in the source element. These sources won't tell you anything further about employment or unemployment, only that a record was ""not found"" or ""not matched"" thus ""unknown.""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19989,10,19989,,RefEmployedWhileEnrolled,Autobahn.Entities.RefEmployedWhileEnrolled,True
16b64708-25b3-4c7b-a95d-25baec9fdaff,001102,Assessment Item Body Custom Interaction XML,,The custom interaction provides an opportunity for extensibility of this specification to include support for interactions not currently documented.  The XML from the IMS Global APIP Specification would be included.,Alphanumeric,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20079,10,20079,,AssessmentItemApipId,Guid,False
095a3a07-bcc4-4c16-b315-8cc79363d03b,001102,Assessment Item Body Custom Interaction XML,,The custom interaction provides an opportunity for extensibility of this specification to include support for interactions not currently documented.  The XML from the IMS Global APIP Specification would be included.,Alphanumeric,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20079,10,20079,,Xml,System.String,False
099ed754-1462-4e62-9b9d-a015c8379d8a,001102,Assessment Item Body Custom Interaction XML,,The custom interaction provides an opportunity for extensibility of this specification to include support for interactions not currently documented.  The XML from the IMS Global APIP Specification would be included.,Alphanumeric,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20079,10,20079,,SequenceNumber,System.Int32?,False
61b6c5a9-a6ce-4ef5-a955-26e53cf51151,001102,Assessment Item Body Custom Interaction XML,,The custom interaction provides an opportunity for extensibility of this specification to include support for interactions not currently documented.  The XML from the IMS Global APIP Specification would be included.,Alphanumeric,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20079,10,20079,,APIPInteractionSequenceNumber,System.Decimal?,False
2bb28261-2573-4747-acc6-03b524976d80,001102,Assessment Item Body Custom Interaction XML,,The custom interaction provides an opportunity for extensibility of this specification to include support for interactions not currently documented.  The XML from the IMS Global APIP Specification would be included.,Alphanumeric,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20079,10,20079,,RefApipInteractionTypeId,Guid?,False
1c185874-6a93-4b57-a86e-f8cc202fc3c6,001102,Assessment Item Body Custom Interaction XML,,The custom interaction provides an opportunity for extensibility of this specification to include support for interactions not currently documented.  The XML from the IMS Global APIP Specification would be included.,Alphanumeric,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20079,10,20079,,AssessmentItemApip,Autobahn.Entities.AssessmentItemApip,True
7d54d851-6f06-4925-9ca8-d5f11c5c1971,001102,Assessment Item Body Custom Interaction XML,,The custom interaction provides an opportunity for extensibility of this specification to include support for interactions not currently documented.  The XML from the IMS Global APIP Specification would be included.,Alphanumeric,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20079,10,20079,,DataCollection,Autobahn.Entities.DataCollection,True
a0902751-3094-4765-a9ef-d2963a27217b,001102,Assessment Item Body Custom Interaction XML,,The custom interaction provides an opportunity for extensibility of this specification to include support for interactions not currently documented.  The XML from the IMS Global APIP Specification would be included.,Alphanumeric,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20079,10,20079,,RecordStatus,Autobahn.Entities.RecordStatus,True
f3414ad8-b0da-45f1-9a11-d9dd5b269d04,001102,Assessment Item Body Custom Interaction XML,,The custom interaction provides an opportunity for extensibility of this specification to include support for interactions not currently documented.  The XML from the IMS Global APIP Specification would be included.,Alphanumeric,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20079,10,20079,,RefApipInteractionType,Autobahn.Entities.RefApipInteractionType,True
c28f3159-76fa-42eb-882d-a66345d23201,001173,Authorization Application Name,,The name of a data system or application which an authenticated person may access.,Alphanumeric - 120 characters maximum,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20127,10,20127,,Name,System.String,False
7a378407-f813-46e3-a4fb-25beeecba76e,001173,Authorization Application Name,,The name of a data system or application which an authenticated person may access.,Alphanumeric - 120 characters maximum,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20127,10,20127,,Uri,System.String,False
2b1f7d53-71ce-438c-95c5-0b3ea68ff222,001173,Authorization Application Name,,The name of a data system or application which an authenticated person may access.,Alphanumeric - 120 characters maximum,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20127,10,20127,,DataCollection,Autobahn.Entities.DataCollection,True
5b28087d-f386-4933-9d79-b7c6ce9b3e6d,001173,Authorization Application Name,,The name of a data system or application which an authenticated person may access.,Alphanumeric - 120 characters maximum,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20127,10,20127,,RecordStatus,Autobahn.Entities.RecordStatus,True
d762829e-dcce-4a8f-a8ce-a73c9e5ab19e,001173,Authorization Application Name,,The name of a data system or application which an authenticated person may access.,Alphanumeric - 120 characters maximum,0,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20127,10,20127,,Authorizations,System.Collections.Generic.ICollection`1[Autobahn.Entities.Authorization],True
54e7261b-4710-402f-8f33-a63a4ddce2f4,000021,Assessment Academic Subject,,"The description of the academic content or subject area (e.g., arts, mathematics, reading, or a foreign language) being evaluated.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19021,10,19021,,Identifier,System.String,False
16325042-7447-4f4b-98a3-aa896c59a5b1,000021,Assessment Academic Subject,,"The description of the academic content or subject area (e.g., arts, mathematics, reading, or a foreign language) being evaluated.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19021,10,19021,,IdentificationSystem,System.Int32?,False
70432c94-5cdc-4127-be66-1ef6972da7a7,000021,Assessment Academic Subject,,"The description of the academic content or subject area (e.g., arts, mathematics, reading, or a foreign language) being evaluated.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19021,10,19021,,GUID,System.String,False
e15e8253-67b8-4b30-8cb6-21019ef8ae5b,000021,Assessment Academic Subject,,"The description of the academic content or subject area (e.g., arts, mathematics, reading, or a foreign language) being evaluated.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19021,10,19021,,Title,System.String,False
d6256992-7b05-4343-9013-ceb455bdc9bc,000021,Assessment Academic Subject,,"The description of the academic content or subject area (e.g., arts, mathematics, reading, or a foreign language) being evaluated.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19021,10,19021,,ShortName,System.String,False
b40bca18-8d05-4465-892f-4024f20f2d3b,000021,Assessment Academic Subject,,"The description of the academic content or subject area (e.g., arts, mathematics, reading, or a foreign language) being evaluated.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19021,10,19021,,RefAcademicSubjectId,Guid,False
b0b8c4ad-8378-4955-b7ad-8887411cf2cf,000021,Assessment Academic Subject,,"The description of the academic content or subject area (e.g., arts, mathematics, reading, or a foreign language) being evaluated.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19021,10,19021,,Objective,System.String,False
a6237b86-4052-45ae-a997-618e09b6dfbf,000021,Assessment Academic Subject,,"The description of the academic content or subject area (e.g., arts, mathematics, reading, or a foreign language) being evaluated.",,1,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19021,10,19021,,Provider,System.String,False
