Id,AutobahnDomainId,ModuleName,GlobalId,TableName,ColumnName,Description,Version,ColumnType
b11788e6-91ec-4633-a036-7c611e8bd9f3,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000018,PsStudentAcademicRecord,AdvancedPlacementCreditsAwarded,,10,Guid?
8162152d-1d13-474c-a75a-47873974fb75,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000019,LocationAddress,ApartmentRoomOrSuiteNumber,,10,Guid?
18f9cc51-5703-48fd-b96b-a74a3fda93a6,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000019,PersonAddress,ApartmentRoomOrSuiteNumber,,10,Guid?
dbe47aca-ef74-4c2f-a083-b91f685e3bfe,0d17abeb-b815-4e4a-8573-365b34a30d76,Assessments,000021,Assessment,RefAcademicSubjectId,,10,Guid?
e2d32477-dd2b-45b0-b3ef-6dddadc42cb2,0d17abeb-b815-4e4a-8573-365b34a30d76,Assessments,000021,AssessmentSubtest,RefAcademicSubjectId,,10,Guid?
d0134bdb-b67f-432c-b295-dca6e2ef5485,,,000021,RefAcademicSubject,,,10,System.DateTime?
c476f4a8-6d0c-427b-b7f4-065f5f226783,0d17abeb-b815-4e4a-8573-365b34a30d76,Assessments,000024,AssessmentForm,Name,,10,Guid?
4929adc5-8487-4bbe-92ba-120267e371e0,0d17abeb-b815-4e4a-8573-365b34a30d76,Assessments,000025,AssessmentRegistration,RefAssessmentParticipationIndicatorId,,10,Guid?
b552b02e-f711-40a8-919a-4dd179967b70,,,000025,RefAssessmentParticipationIndicator,,,10,System.DateTime?
471a3f56-4ca0-4946-85e0-33ac917ecc65,0d17abeb-b815-4e4a-8573-365b34a30d76,Assessments,000026,Assessment,RefAssessmentPurposeId,,10,
f634ada7-9286-4d2c-b2cd-be399200f0df,0d17abeb-b815-4e4a-8573-365b34a30d76,Assessments,000026,AssessmentRegistration,RefAssessmentPurposeId,,10,
a01ba395-e56f-4117-a517-aeb9f9bdbf0a,0d17abeb-b815-4e4a-8573-365b34a30d76,Assessments,000026,AssessmentSubtest,RefAssessmentPurposeId,,10,
4304d299-aef2-4898-b635-69b2d7e8db38,,,000026,RefAssessmentPurpose,,,10,System.DateTime?
9fe67d06-205d-4fe0-8fb1-550de85a63ee,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000027,CourseSectionAssessmentReporting,RefCourseSectionAssessmentReportingMethodId,,10,Guid?
fb63b7d1-58b7-4b0e-ad0f-26bfeca45e18,,,000027,RefCourseSectionAssessmentReportingMethod,,,10,System.DateTime?
5abc0e71-4262-41d8-9109-240c1750bc9f,0d17abeb-b815-4e4a-8573-365b34a30d76,Assessments,000028,Assessment,Title,,10,
5d27d434-6223-49ff-9e17-4d08829f8f1f,0d17abeb-b815-4e4a-8573-365b34a30d76,Assessments,000029,Assessment,RefAssessmentTypeId,,10,
268b6c00-6b32-4536-a78c-d6792f2e2be8,,,000029,RefAssessmentType,,,10,System.DateTime?
6cb1cb94-65ff-4876-9665-bfbb08ce307d,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000030,CourseSection,AvailableCarnegieUnitCredit,,10,Guid?
e49f0cf7-75f4-4591-b83b-89f773aabbaa,ddf12dc7-761e-44ae-8fe5-9265bd728466,CTE,000030,CteCourse,AvailableCarnegieUnitCredit,,10,
c875b85b-51d0-4502-8e53-f55e4d8daf91,eec759ad-0993-445b-bf4a-897fea418edf,K12,000030,K12Course,AvailableCarnegieUnitCredit,,10,
6a4fad5b-9874-42ad-bb2d-f86a5dd18f01,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000031,ProgramParticipationSpecialEducation,AwaitingInitialIDEAEvaluationStatus,,10,Guid?
bf845b7f-2690-4654-b92a-20b76c609d85,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000032,StaffCompensation,StaffCompensationBaseSalary,,10,Guid?
3fc4e1be-c21d-43e1-8549-adec3b99bb18,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000033,PersonDetail,Birthdate,,10,Guid?
12cd397e-fe4c-4886-9d6b-eaecd0628f1d,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000035,PsStudentDemographic,RefCampusResidencyTypeId,,10,Guid?
8cb8aec5-210e-4e3f-bc88-c603577ad441,,,000035,RefCampusResidencyType,,,10,System.DateTime?
9f0bc09d-5311-44b6-a39d-4c83cf6e3400,ddf12dc7-761e-44ae-8fe5-9265bd728466,CTE,000036,ProgramParticipationCte,CteCompleter,,10,Guid?
df12bc8e-ef0e-4b5b-9da2-247510716335,ddf12dc7-761e-44ae-8fe5-9265bd728466,CTE,000037,ProgramParticipationCte,CteConcentrator,,10,
9d598705-d0e4-434c-a3f6-feea3cc09c5d,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000038,PsInstitution,RefCarnegieBasicClassificationId,,10,
d842ffe8-e472-4a63-85b5-b94a699da7d1,,,000038,RefCarnegieBasicClassification,,,10,System.DateTime?
b1975ecd-5bd3-48af-a946-998f535d6027,eec759ad-0993-445b-bf4a-897fea418edf,K12,000039,K12Lea,CharterSchoolIndicator,,10,Guid?
7eeead43-93ed-424b-8453-acc565f5c9b2,eec759ad-0993-445b-bf4a-897fea418edf,K12,000039,K12School,CharterSchoolIndicator,,10,
7edbe2da-3784-4111-b454-5544a122daba,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000040,LocationAddress,City,,10,
1857994b-c919-4687-b38a-e540e8522e95,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000040,PersonAddress,City,,10,
5479fbd3-cfcc-4b72-b046-08b2ed6b66c9,eec759ad-0993-445b-bf4a-897fea418edf,K12,000041,K12StudentAcademicRecord,HighSchoolStudentClassRank,,10,Guid?
c0823fec-378f-44ba-875f-f6558b6db47d,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000041,PsStudentApplication,HighSchoolStudentClassRank,,10,Guid?
2ab6bdb2-1e69-4aca-9256-74ae3845bb05,eec759ad-0993-445b-bf4a-897fea418edf,K12,000042,K12StudentAcademicRecord,ClassRankingDate,,10,
b480dcd2-c28d-4d8d-a126-e5b2302626e8,0d123d7f-a575-4154-9168-8f557c8447da,Credentials,000043,CredentialDefinition,RefCipCodeId,,10,Guid?
b00313c1-ed4a-4c4d-83dc-20d504573a9b,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000043,PsCourse,RefCipCodeId,,10,Guid?
429ca329-2ab2-4ebf-9640-43778c86927d,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000043,PsProgram,RefCipCodeId,,10,Guid?
4fce950d-e3b5-479a-b613-32bd2e8cffc6,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000043,PsSection,RefCipCodeId,,10,Guid?
8c71089e-c366-4c7c-a820-a9aba63d6185,,,000043,RefCipCode,,,10,System.DateTime?
80f7a915-0035-4c5e-bcbe-ccae3af9917a,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000044,PSStudentProgram,RefCipUseId,,10,Guid?
9ebbd689-af5d-4cbc-af41-46d9599976c7,,,000044,RefCipUse,,,10,System.DateTime?
2a30d2ab-86d2-46aa-905d-e5e0f98c947f,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000045,PsProgram,RefCipVersionId,,10,
d7551f54-59d5-466d-a26a-bfd3910cd338,,,000045,RefCipVersion,,,10,System.DateTime?
93e06f5a-324c-4f1c-b7a8-d9992da703fb,eec759ad-0993-445b-bf4a-897fea418edf,K12,000046,K12StudentCohort,CohortYear,,10,Guid?
be3a04d5-1025-471d-9a53-c150ad8205c2,eec759ad-0993-445b-bf4a-897fea418edf,K12,000047,K12StaffEmployment,ContractDaysOfServicePerYear,,10,Guid?
28a55120-feff-404c-98af-f34ab8656f13,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000048,PsInstitution,RefControlOfInstitutionId,,10,
ec9d3f0a-729e-4e19-b02c-4f1b43624662,,,000048,RefControlOfInstitution,,,10,System.DateTime?
19b97d0d-a370-4dd2-8b61-03e6f2b766e3,eec759ad-0993-445b-bf4a-897fea418edf,K12,000049,K12SchoolCorrectiveAction,RefCorrectiveActionTypeId,,10,Guid?
19f337d4-6f02-4819-aebe-9ac4d2c77483,,,000049,RefCorrectiveActionType,,,10,System.DateTime?
9e982ffd-4375-4644-a7f3-8d92597b2eea,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000050,PersonAddress,RefCountryId,,10,
da0e7480-eaa7-40b0-8fb2-0e4a0db15c60,,,000050,RefCountry,,,10,System.DateTime?
f7f27f85-762a-455a-8983-dc0bb5a324ca,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000051,PersonBirthplace,RefCountryId,,10,Guid?
21d0b165-de2d-4f62-8a3f-6f9d29741f3a,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000053,PsStudentSection,AcademicGrade,,10,Guid?
ed823cb9-44bf-4142-b425-ee9a98da1e8e,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000054,CourseSection,OrganizationCalendarSessionId,,10,
ecb23d5a-bcea-4cc0-ab5f-c39ebae1fd5a,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000054,OrganizationCalendarSession,BeginDate,,10,Guid?
17fe1c0e-8ccd-4810-99bc-2b72ba6da286,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000055,OrganizationIdentifier,Identifier,,10,
d18a2f52-2bab-4012-ba1b-f8dae01076cd,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000055,OrganizationIdentifier,RefOrganizationIdentifierTypeId,,10,
bb0ab6d7-a503-4147-b8c7-b0492909380e,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000055,RefOrganizationIdentificationSystem,,,10,
d2bfb810-7a55-46e7-be8e-069147d14e0e,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000056,OrganizationIdentifier,RefOrganizationIdentificationSystemId,,10,
a63fc8e0-6255-4246-9002-288c0855bf10,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000056,OrganizationIdentifier,RefOrganizationIdentifierTypeId,,10,
cb20e319-66a8-44d5-9081-e747c2e635b7,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000056,RefOrganizationIdentificationSystem,,,10,
0d78bee3-bc21-4507-91db-433eb63e4413,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000057,Course,RefCourseCreditUnitId,,10,Guid?
c8f0b1a8-656b-4c3b-b819-8ae620cb08f8,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000057,ProfessionalDevelopmentActivity,RefCourseCreditUnitId,,10,Guid?
e55b2bd0-d76b-4ee7-aaf8-c46c86035b91,,,000057,RefCourseCreditUnit,,,10,System.DateTime?
99a019d0-bd59-4b0c-876d-43daf8acb103,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000057,StaffProfessionalDevelopmentActivity,RefCourseCreditUnitId,,10,Guid?
3cb6b5ca-d4ec-43ba-a0cf-110ff7cee615,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000058,Course,CreditValue,,10,
b6936e69-6d19-4da1-8e4e-2ec19ea949bf,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000059,CourseSection,OrganizationCalendarSessionId,,10,
b9452565-83e0-4216-822c-d85413d125e7,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000059,OrganizationCalendarSession,EndDate,,10,
3cc856e9-f4bc-4873-8744-7bb3e0a8d8f9,ddf12dc7-761e-44ae-8fe5-9265bd728466,CTE,000060,CteCourse,RefCourseGpaApplicabilityId,,10,
282a553a-d5f2-4c63-b6c2-fdd00fd55156,eec759ad-0993-445b-bf4a-897fea418edf,K12,000060,K12Course,RefCourseGpaApplicabilityId,,10,
aeb09368-f512-4f13-90a4-658698dde0b9,eec759ad-0993-445b-bf4a-897fea418edf,K12,000060,K12StudentCourseSection,RefCourseGpaApplicabilityId,,10,Guid?
80fdb9cb-6f9c-4dda-ae0b-f4c70df8c3af,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000060,PsSection,RefCourseGpaApplicabilityId,,10,
cb7df3ac-756e-4320-9ae5-58109f12b491,,,000060,RefCourseGpaApplicability,,,10,System.DateTime?
723f00cc-aa37-41f6-97c9-e678d18f1c0b,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000061,Course,RefCourseLevelCharacteristicsId,,10,
22e87390-82a6-4e20-91cf-c327576c4206,,,000061,RefCourseLevelCharacteristic,,,10,System.DateTime?
1b46a0f4-e871-42a4-af19-840481c67d4c,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000063,PsStudentSection,CourseOverrideSchool,,10,
9b27bbed-8537-47bd-bdbe-b65c0e4f4d25,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000064,PsStudentSection,QualityPointsEarned,,10,
2bf643ba-d3d6-4681-add6-f608ba12121e,eec759ad-0993-445b-bf4a-897fea418edf,K12,000065,K12StudentCourseSection,RefCourseRepeatCodeId,,10,
a56801ef-d390-4aba-b864-b50f6e69db4d,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000065,PsStudentSection,RefCourseRepeatCodeId,,10,
489a4cda-680b-4262-99d0-8b3f3b858a0e,,,000065,RefCourseRepeatCode,,,10,System.DateTime?
2307fd42-4bab-453e-958f-eb2e2bad8519,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000066,Course,SubjectAbbreviation,,10,
83164b49-f36f-4eae-b36d-218d416a80cb,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000067,OrganizationDetail,Name,,10,
b24cf7bb-ea27-4f23-b50c-3d66ac830ae0,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000068,OrganizationDetail,Name,,10,
ea32dde1-d898-4ee6-89d2-d0c27bc2e240,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000069,PersonCredential,ExpirationDate,,10,Guid?
abb35ef3-e49b-48ac-a137-5d09abcc8ac0,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000070,PersonCredential,IssuanceDate,,10,
5d6b382f-baba-4dd9-859d-20d950fee20f,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000071,PersonCredential,RefCredentialTypeId,,10,
ee55ba0a-f252-434d-8e39-7a27542c3da1,,,000071,RefCredentialType,,,10,System.DateTime?
b5e693b3-0115-4d2f-97df-891b3b1b6949,ddf12dc7-761e-44ae-8fe5-9265bd728466,CTE,000072,CteCourse,RefCreditTypeEarnedId,,10,
42450c44-16ec-490c-9380-2e0f558f5ec6,eec759ad-0993-445b-bf4a-897fea418edf,K12,000072,K12StudentCourseSection,RefCreditTypeEarnedId,,10,
eb3a1704-f1f8-429a-9c56-5c3397fe776c,,,000072,RefCreditTypeEarned,,,10,System.DateTime?
05c54871-ee86-4cdc-9f63-6f8ec6d3b878,ddf12dc7-761e-44ae-8fe5-9265bd728466,CTE,000073,CteStudentAcademicRecord,CreditsAttemptedCumulative,,10,Guid?
c7e96db4-7c97-46db-ba30-187b4fb499aa,eec759ad-0993-445b-bf4a-897fea418edf,K12,000073,K12StudentAcademicRecord,CreditsAttemptedCumulative,,10,
7917c51e-bbc4-4565-b48e-a5251c6291ef,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000073,PsStudentAcademicRecord,CreditsAttemptedCumulative,,10,
ad85b2ef-346f-4fae-be56-26c9659d0aa8,ddf12dc7-761e-44ae-8fe5-9265bd728466,CTE,000074,CteStudentAcademicRecord,CreditsEarnedCumulative,,10,
9b96bbad-1d4b-4ccb-ba4c-ca52878b9dae,eec759ad-0993-445b-bf4a-897fea418edf,K12,000074,K12StudentAcademicRecord,CreditsEarnedCumulative,,10,
223cbcfc-4a65-4a87-8121-383155858145,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000074,PsStudentAcademicRecord,CreditsEarnedCumulative,,10,
1ff7f998-4670-43ea-b735-ec5d44d8844c,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000075,OrganizationFederalAccountability,RefCteGraduationRateInclusionId,,10,
12a7b5a3-0c56-4e0f-8162-602f0bec91c4,,,000075,RefCteGraduationRateInclusion,,,10,System.DateTime?
d5c30dd2-43cb-4ad8-8892-da7021a4b6a2,,,000076,RefAttendanceStatus,,,10,System.DateTime?
e43bac58-c993-4dc8-987e-1abce5551a02,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000076,RoleAttendanceEvent,RefAttendanceStatusId,,10,Guid?
94c6d4ab-0756-43d4-860c-d4bc7b2618bd,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000077,PsStudentSection,DegreeApplicability,,10,
ecae36e3-7d0c-4392-bfe5-c1d68ab2317a,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000078,PsStudentEnrollment,DegreeOrCertificateSeekingStudent,,10,Guid?
562fd209-4b57-4c8a-89cd-cdc39172b7fd,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000079,PsStudentDemographic,RefDependencyStatusId,,10,
3ea2bc44-db38-4490-8565-a55b53026547,,,000079,RefDependencyStatus,,,10,System.DateTime?
f906cb35-49cb-4884-9719-8eebecdbe0df,eec759ad-0993-445b-bf4a-897fea418edf,K12,000080,K12LeaFederalReporting,DesegregationOrderOrPlan,,10,Guid?
cb356d5a-0b4c-4ddc-9100-b1f6d0cf7e2f,bdf0e0d6-d628-44b9-882d-ccb92de9ae46,AdultEducation,000081,AeStudentAcademicRecord,DiplomaOrCredentialAwardDate,,10,Guid?
86fd7d40-2772-4fad-8e80-dcd6916156f5,ddf12dc7-761e-44ae-8fe5-9265bd728466,CTE,000081,CteStudentAcademicRecord,DiplomaOrCredentialAwardDate,,10,
d2566482-6f58-45a6-838b-5795220e4330,eec759ad-0993-445b-bf4a-897fea418edf,K12,000081,K12StudentAcademicRecord,DiplomaOrCredentialAwardDate,,10,
cc8d958a-3742-4827-bb55-2a3dda08a681,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000081,PersonDegreeOrCertificate,AwardDate,,10,Guid?
87f766f4-2a2a-4bd2-a3b6-33ac2f3ea862,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000081,PsStudentAcademicRecord,DiplomaOrCredentialAwardDate,,10,
740c278f-492b-44ac-a8ee-b435814aa130,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000081,StaffCredential,DiplomaOrCredentialAwardDate,,10,Guid?
b7d3b275-2a76-4c1d-83e1-94754399f316,89bd4d6a-e227-4dd6-99f3-f018f8941a3d,Workforce,000081,WorkforceProgramParticipation,DiplomaOrCredentialAwardDate,,10,Guid?
899316aa-b656-4d37-8114-4797e99c8d2d,eec759ad-0993-445b-bf4a-897fea418edf,K12,000082,K12StudentDiscipline,DisciplinaryActionEndDate,,10,Guid?
33fb5f92-7a3b-41b3-b9d9-1bb53370c329,eec759ad-0993-445b-bf4a-897fea418edf,K12,000083,K12StudentDiscipline,DisciplinaryActionStartDate,,10,
bc541804-c969-46b9-b95c-e4f7986f8b41,bdf0e0d6-d628-44b9-882d-ccb92de9ae46,AdultEducation,000084,ProgramParticipationAE,DisplacedHomemakerIndicator,,10,Guid?
d0348015-afdd-4d11-8f19-83951ed4a7e0,ddf12dc7-761e-44ae-8fe5-9265bd728466,CTE,000084,ProgramParticipationCte,DisplacedHomemakerIndicator,,10,
06f41903-0a59-483a-81b9-f48bf6ba06ca,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000085,PsStudentAcademicRecord,DualCreditDualEnrollmentCredits,,10,
25e8a766-e2d8-4617-b21f-3b676c1a7da3,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000086,PersonStatus,RefPersonStatusTypeId,,10,Guid?
4b05141a-fb8a-402f-9afa-c012ed94271b,,,000086,RefPersonStatusType,,,10,System.DateTime?
160940e2-2fea-41d7-9c02-f89a176d8398,eec759ad-0993-445b-bf4a-897fea418edf,K12,000087,K12StaffAssignment,RefK12StaffClassificationId,,10,Guid?
1a2180f7-2455-4213-a9f7-c0eafb8754d7,eec759ad-0993-445b-bf4a-897fea418edf,K12,000087,K12StaffEmployment,RefK12StaffClassificationId,,10,
ba057972-a658-4015-ab0f-7773e941d1eb,,,000087,RefK12StaffClassification,,,10,System.DateTime?
3cca1f95-611a-43cf-a34c-e6359efdbcb8,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000088,OrganizationEmail,ElectronicMailAddress,,10,Guid?
a7ad272b-f0f1-45a4-8a5d-4373c0adc3a8,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000088,PersonEmailAddress,EmailAddress,,10,Guid?
5fa76c8f-9563-4b1e-a59c-4a56b5dbb100,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000089,OrganizationEmail,RefEmailTypeId,,10,
a71b6ce4-e760-44fa-a25f-cae7fdbdc79c,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000089,PersonEmailAddress,RefEmailTypeId,,10,
6410873e-1776-4c2c-b3d9-3346feb14353,,,000089,RefEmailType,,,10,System.DateTime?
5f72fbd2-1277-4e86-adc6-30f50d095a92,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000091,OrganizationFederalAccountability,RefElementaryMiddleAdditionalId,,10,
bbc3166d-d759-4644-8b0d-e894b7485178,,,000091,RefElementaryMiddleAdditional,,,10,System.DateTime?
b3aea824-4a51-4ffb-a5cd-cdc06a547938,eec759ad-0993-445b-bf4a-897fea418edf,K12,000092,K12StudentEnrollment,RefFoodServiceEligibilityId,,10,Guid?
50bd73f3-fe1f-47bf-b4c7-aa5a2a1fb26b,,,000092,RefFoodServiceEligibility,,,10,System.DateTime?
71fccc04-3cea-4a6e-8abd-86de1a533041,eec759ad-0993-445b-bf4a-897fea418edf,K12,000093,K12StudentEnrollment,RefEndOfTermStatusId,,10,
10cc5d2f-f737-4231-9c36-2035ef4a7f9d,,,000093,RefEndOfTermStatus,,,10,System.DateTime?
cc9a2dce-8181-4b3b-9494-6ced182b49e1,eec759ad-0993-445b-bf4a-897fea418edf,K12,000094,K12StudentEnrollment,RefEnrollmentStatusId,,10,
2956c92a-0563-434b-9d85-48ee7df01f44,,,000094,RefEnrollmentStatus,,,10,System.DateTime?
5b34fffa-3dad-42e3-9340-f6c971cd12b8,,,000094,RefRoleStatus,,,10,System.DateTime?
a6af89b7-0147-4a5e-b0ef-e71faf6d9688,6d255e48-2117-43d5-9611-cfc8c9baabec,Common,000094,RoleStatus,RefRoleStatusId,,10,Guid?
7b4d2558-f4c8-48a3-9af6-abff7471b0a6,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000095,PsStudentEnrollment,RefPsEnrollmentTypeId,,10,
bec25b05-1ff3-4342-832d-e27053d06a8f,,,000095,RefPsEnrollmentType,,,10,System.DateTime?
8653d595-ab56-464a-97e4-c49b5dfc96f4,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,Postsecondary,000096,PsStudentEnrollment,RefPsEnrollmentStatusId,,10,
629c3c1d-e6c8-4860-8bbe-07c6abdc1507,,,000096,RefPsEnrollmentStatus,,,10,System.DateTime?
314277fd-2ae6-436a-af05-9171d0eea1c5,6ada287e-1ec9-4e52-8df6-36a3045fcce4,Invalid,000096,RefRoleStatus,,,10,
