GlobalID,TableName,ColumnName,Version,Domain,FilePath
000021,AssessmentSubtest,RefAcademicSubjectId,10,Assessment,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Assessment\Views\AssessmentSubtestView.cs
000021,RefAcademicSubject,,10,Assessment,
000024,AssessmentForm,Name,10,Assessment,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Assessment\Views\AssessmentFormView.cs
000025,AssessmentRegistration,RefAssessmentParticipationIndicatorId,10,Assessment,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Assessment\Views\AssessmentRegistrationView.cs
000025,RefAssessmentParticipationIndicator,,10,Assessment,
000026,Assessment,RefAssessmentPurposeId,10,Assessment,
000026,AssessmentRegistration,RefAssessmentPurposeId,10,Assessment,
000026,AssessmentSubtest,RefAssessmentPurposeId,10,Assessment,
000026,RefAssessmentPurpose,,10,Assessment,
000027,CourseSectionAssessmentReporting,RefCourseSectionAssessmentReportingMethodId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\CourseSectionAssessmentReportingView.cs
000027,RefCourseSectionAssessmentReportingMethod,,10,Common,
000028,Assessment,Title,10,Assessment,
000029,Assessment,RefAssessmentTypeId,10,Assessment,
000029,RefAssessmentType,,10,Common,
000030,CourseSection,AvailableCarnegieUnitCredit,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\CourseSectionView.cs
000030,CteCourse,AvailableCarnegieUnitCredit,10,CareerandTechnical,
000030,K12Course,AvailableCarnegieUnitCredit,10,K12,
000031,ProgramParticipationSpecialEducation,AwaitingInitialIDEAEvaluationStatus,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\ProgramParticipationSpecialEducationView.cs
000032,StaffCompensation,StaffCompensationBaseSalary,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\StaffCompensationView.cs
000033,PersonDetail,Birthdate,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\PersonDetailView.cs
000035,PsStudentDemographic,RefCampusResidencyTypeId,10,Postsecondary,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Postsecondary\Views\PsStudentDemographicView.cs
000035,RefCampusResidencyType,,10,Postsecondary,
000036,ProgramParticipationCte,CteCompleter,10,CareerandTechnical,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.CareerandTechnical\Views\ProgramParticipationCteView.cs
000037,ProgramParticipationCte,CteConcentrator,10,CareerandTechnical,
000038,PsInstitution,RefCarnegieBasicClassificationId,10,Postsecondary,
000038,RefCarnegieBasicClassification,,10,Postsecondary,
000039,K12Lea,CharterSchoolIndicator,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12LeaView.cs
000039,K12School,CharterSchoolIndicator,10,K12,
000040,LocationAddress,City,10,Common,
000040,PersonAddress,City,10,Common,
000041,K12StudentAcademicRecord,HighSchoolStudentClassRank,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12StudentAcademicRecordView.cs
000041,PsStudentApplication,HighSchoolStudentClassRank,10,Postsecondary,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Postsecondary\Views\PsStudentApplicationView.cs
000042,K12StudentAcademicRecord,ClassRankingDate,10,K12,
000043,CredentialDefinition,RefCipCodeId,10,Credentials,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Credentials\Views\CredentialDefinitionView.cs
000043,PsCourse,RefCipCodeId,10,Postsecondary,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Postsecondary\Views\PsCourseView.cs
000043,PsProgram,RefCipCodeId,10,Postsecondary,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Postsecondary\Views\PsProgramView.cs
000043,PsSection,RefCipCodeId,10,Postsecondary,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Postsecondary\Views\PsSectionView.cs
000043,RefCipCode,,10,Common,
000044,PSStudentProgram,RefCipUseId,10,Postsecondary,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Postsecondary\Views\PSStudentProgramView.cs
000044,RefCipUse,,10,Postsecondary,
000045,PsProgram,RefCipVersionId,10,Postsecondary,
000045,RefCipVersion,,10,Postsecondary,
000046,K12StudentCohort,CohortYear,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12StudentCohortView.cs
000047,K12StaffEmployment,ContractDaysOfServicePerYear,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12StaffEmploymentView.cs
000048,PsInstitution,RefControlOfInstitutionId,10,Postsecondary,
000048,RefControlOfInstitution,,10,Postsecondary,
000049,K12SchoolCorrectiveAction,RefCorrectiveActionTypeId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12SchoolCorrectiveActionView.cs
000049,RefCorrectiveActionType,,10,K12,
000050,PersonAddress,RefCountryId,10,Common,
000050,RefCountry,,10,Common,
000051,PersonBirthplace,RefCountryId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\PersonBirthplaceView.cs
000053,PsStudentSection,AcademicGrade,10,Postsecondary,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Postsecondary\Views\PsStudentSectionView.cs
000054,CourseSection,OrganizationCalendarSessionId,10,Common,
000054,OrganizationCalendarSession,BeginDate,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\OrganizationCalendarSessionView.cs
000055,OrganizationIdentifier,Identifier,10,Common,
000055,OrganizationIdentifier,RefOrganizationIdentifierTypeId,10,Common,
000055,RefOrganizationIdentificationSystem,,10,Common,
000056,OrganizationIdentifier,RefOrganizationIdentificationSystemId,10,Common,
000056,OrganizationIdentifier,RefOrganizationIdentifierTypeId,10,Common,
000056,RefOrganizationIdentificationSystem,,10,Common,
000057,Course,RefCourseCreditUnitId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\CourseView.cs
000057,ProfessionalDevelopmentActivity,RefCourseCreditUnitId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\ProfessionalDevelopmentActivityView.cs
000057,RefCourseCreditUnit,,10,Common,
000057,StaffProfessionalDevelopmentActivity,RefCourseCreditUnitId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\StaffProfessionalDevelopmentActivityView.cs
000058,Course,CreditValue,10,Common,
000059,CourseSection,OrganizationCalendarSessionId,10,Common,
000059,OrganizationCalendarSession,EndDate,10,Common,
000060,CteCourse,RefCourseGpaApplicabilityId,10,CareerandTechnical,
000060,K12Course,RefCourseGpaApplicabilityId,10,K12,
000060,K12StudentCourseSection,RefCourseGpaApplicabilityId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12StudentCourseSectionView.cs
000060,PsSection,RefCourseGpaApplicabilityId,10,Postsecondary,
000060,RefCourseGpaApplicability,,10,Common,
000061,Course,RefCourseLevelCharacteristicsId,10,Common,
000061,RefCourseLevelCharacteristic,,10,Common,
000063,PsStudentSection,CourseOverrideSchool,10,Postsecondary,
000064,PsStudentSection,QualityPointsEarned,10,Postsecondary,
000065,K12StudentCourseSection,RefCourseRepeatCodeId,10,K12,
000065,PsStudentSection,RefCourseRepeatCodeId,10,Postsecondary,
000065,RefCourseRepeatCode,,10,Common,
000066,Course,SubjectAbbreviation,10,Common,
000067,OrganizationDetail,Name,10,Common,
000068,OrganizationDetail,Name,10,Common,
000069,PersonCredential,ExpirationDate,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\PersonCredentialView.cs
000070,PersonCredential,IssuanceDate,10,Common,
000071,PersonCredential,RefCredentialTypeId,10,Common,
000071,RefCredentialType,,10,Common,
000072,CteCourse,RefCreditTypeEarnedId,10,CareerandTechnical,
000072,K12StudentCourseSection,RefCreditTypeEarnedId,10,K12,
000072,RefCreditTypeEarned,,10,Common,
000073,CteStudentAcademicRecord,CreditsAttemptedCumulative,10,CareerandTechnical,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.CareerandTechnical\Views\CteStudentAcademicRecordView.cs
000073,K12StudentAcademicRecord,CreditsAttemptedCumulative,10,K12,
000073,PsStudentAcademicRecord,CreditsAttemptedCumulative,10,Postsecondary,
000074,CteStudentAcademicRecord,CreditsEarnedCumulative,10,CareerandTechnical,
000074,K12StudentAcademicRecord,CreditsEarnedCumulative,10,K12,
000074,PsStudentAcademicRecord,CreditsEarnedCumulative,10,Postsecondary,
000075,OrganizationFederalAccountability,RefCteGraduationRateInclusionId,10,Common,
000075,RefCteGraduationRateInclusion,,10,Common,
000076,RefAttendanceStatus,,10,Common,
000076,RoleAttendanceEvent,RefAttendanceStatusId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\RoleAttendanceEventView.cs
000077,PsStudentSection,DegreeApplicability,10,Postsecondary,
000078,PsStudentEnrollment,DegreeOrCertificateSeekingStudent,10,Postsecondary,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Postsecondary\Views\PsStudentEnrollmentView.cs
000079,PsStudentDemographic,RefDependencyStatusId,10,Postsecondary,
000079,RefDependencyStatus,,10,Postsecondary,
000080,K12LeaFederalReporting,DesegregationOrderOrPlan,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12LeaFederalReportingView.cs
000081,AeStudentAcademicRecord,DiplomaOrCredentialAwardDate,10,AdultEducation,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.AdultEducation\Views\AeStudentAcademicRecordView.cs
000081,CteStudentAcademicRecord,DiplomaOrCredentialAwardDate,10,CareerandTechnical,
000081,K12StudentAcademicRecord,DiplomaOrCredentialAwardDate,10,K12,
000081,PersonDegreeOrCertificate,AwardDate,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\PersonDegreeOrCertificateView.cs
000081,PsStudentAcademicRecord,DiplomaOrCredentialAwardDate,10,Postsecondary,
000081,StaffCredential,DiplomaOrCredentialAwardDate,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\StaffCredentialView.cs
000081,WorkforceProgramParticipation,DiplomaOrCredentialAwardDate,10,Workforce,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Workforce\Views\WorkforceProgramParticipationView.cs
000082,K12StudentDiscipline,DisciplinaryActionEndDate,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12StudentDisciplineView.cs
000083,K12StudentDiscipline,DisciplinaryActionStartDate,10,K12,
000084,ProgramParticipationAE,DisplacedHomemakerIndicator,10,AdultEducation,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.AdultEducation\Views\ProgramParticipationAEView.cs
000084,ProgramParticipationCte,DisplacedHomemakerIndicator,10,CareerandTechnical,
000085,PsStudentAcademicRecord,DualCreditDualEnrollmentCredits,10,Postsecondary,
000086,PersonStatus,RefPersonStatusTypeId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\PersonStatusView.cs
000086,RefPersonStatusType,,10,Common,
000087,K12StaffAssignment,RefK12StaffClassificationId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12StaffAssignmentView.cs
000087,K12StaffEmployment,RefK12StaffClassificationId,10,K12,
000087,RefK12StaffClassification,,10,K12,
000088,OrganizationEmail,ElectronicMailAddress,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\OrganizationEmailView.cs
000088,PersonEmailAddress,EmailAddress,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\PersonEmailAddressView.cs
000089,OrganizationEmail,RefEmailTypeId,10,Common,
000089,PersonEmailAddress,RefEmailTypeId,10,Common,
000089,RefEmailType,,10,Common,
000091,OrganizationFederalAccountability,RefElementaryMiddleAdditionalId,10,Common,
000091,RefElementaryMiddleAdditional,,10,Common,
000092,K12StudentEnrollment,RefFoodServiceEligibilityId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12StudentEnrollmentView.cs
000092,RefFoodServiceEligibility,,10,K12,
000093,K12StudentEnrollment,RefEndOfTermStatusId,10,K12,
000093,RefEndOfTermStatus,,10,K12,
000094,K12StudentEnrollment,RefEnrollmentStatusId,10,K12,
000094,RefEnrollmentStatus,,10,K12,
000094,RefRoleStatus,,10,Common,
000094,RoleStatus,RefRoleStatusId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\RoleStatusView.cs
000095,PsStudentEnrollment,RefPsEnrollmentTypeId,10,Postsecondary,
000095,RefPsEnrollmentType,,10,Postsecondary,
000096,PsStudentEnrollment,RefPsEnrollmentStatusId,10,Postsecondary,
000096,RefPsEnrollmentStatus,,10,Postsecondary,
000096,RefRoleStatus,,10,Common,
000096,RoleStatus,RefRoleStatusId,10,Common,
000097,OrganizationPersonRole,EntryDate,10,Common,
000098,PsStudentEnrollment,EntryDateIntoPostsecondary,10,Postsecondary,
000099,K12StudentEnrollment,RefEntryType,10,K12,
000099,RefEntryType,,10,K12,
000100,K12StudentEnrollment,RefEntryGradeLevelId,10,K12,
000100,RefGradeLevel,,10,Common,
000101,CourseSection,TimeRequiredForCompletion,10,Common,
000102,StaffEvaluation,Outcome,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\StaffEvaluationView.cs
000103,StaffEvaluation,Scale,10,Common,
000104,StaffEvaluation,ScoreOrRating,10,Common,
000105,StaffEvaluation,System,10,Common,
000106,PsStudentDemographic,RefCohortExclusionId,10,Postsecondary,
000106,RefCohortExclusion,,10,Postsecondary,
000107,OrganizationPersonRole,ExitDate,10,Common,
000108,K12StudentCourseSection,RefExitOrWithdrawalStatusId,10,K12,
000108,K12StudentEnrollment,RefExitOrWithdrawalStatusId,10,K12,
000108,RefExitOrWithdrawalStatus,,10,K12,
000110,K12StudentEnrollment,RefExitOrWithdrawalTypeId,10,K12,
000110,RefExitOrWithdrawalType,,10,K12,
000111,OrganizationIdentifier,Identifier,10,Common,
000111,OrganizationIdentifier,RefOrganizationIdentifierTypeId,10,Common,
000111,RefOrganizationIdentificationSystem,,10,Common,
000112,FinancialAidAward,FinancialAidAwardAmount,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\FinancialAidAwardView.cs
000113,FinancialAidAward,RefFinancialAidAwardTypeId,10,Common,
000113,RefFinancialAidAwardType,,10,Common,
000115,PersonDetail,FirstName,10,Common,
000117,PsStudentEnrollment,FirstTimePostsecondaryStudent,10,Postsecondary,
000118,K12StaffAssignment,FullTimeEquivalency,10,K12,
000118,StaffEmployment,FullTimeEquivalency,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\StaffEmploymentView.cs
000120,PersonProgramParticipation,RefParticipationTypeId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\PersonProgramParticipationView.cs
000120,RefParticipationType,,10,Common,
000121,PersonDetail,GenerationCode,10,Common,
000122,PersonProgramParticipation,ParticipationStatus,10,Common,
000122,PersonProgramParticipation,RefParticipationTypeId,10,Common,
000122,RefParticipationType,,10,Common,
000123,K12StudentAcademicRecord,RefGpaWeightedIndicatorId,10,K12,
000123,PsStudentApplication,RefGpaWeightedIndicatorId,10,Postsecondary,
000123,RefGpaWeightedIndicator,,10,Common,
000124,K12StudentCourseSection,GradeEarned,10,K12,
000124,K12StudentCourseSectionMark,GradeEarned,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12StudentCourseSectionMarkView.cs
000125,K12StudentCourseSection,RefGradeLevelWhenCourseTakenId,10,K12,
000125,K12StudentGraduationPlan,RefGradeLevelWhenCourseTakenId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12StudentGraduationPlanView.cs
000125,RefGradeLevel,,10,Common,
000126,AssessmentRegistration,RefGradeLevelToBeAssessedId,10,Assessment,
000126,AssessmentRegistration,RefGradeLevelWhenAssessedId,10,Assessment,
000126,RefGradeLevel,,10,Common,
000127,PsStudentAcademicRecord,GradePointAverage,10,Postsecondary,
000128,K12StudentAcademicRecord,GradePointAverageCumulative,10,K12,
000128,PsStudentAcademicRecord,GradePointAverageCumulative,10,Postsecondary,
000128,PsStudentApplication,GradePointAverageCumulative,10,Postsecondary,
000129,K12StudentSession,GradePointAverageGivenSession,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12StudentSessionView.cs
000130,K12StudentAcademicRecord,GradePointsEarnedCumulative,10,K12,
000131,K12LeaGradeOffered,RefGradeLevelId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12LeaGradeOfferedView.cs
000131,K12SchoolGradeOffered,RefGradeLevelId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12SchoolGradeOfferedView.cs
000131,RefGradeLevel,,10,Common,
000132,K12StudentCohort,GraduationRateSurveyCohortYear,10,K12,
000133,K12StudentCohort,GraduationRateSurveyIndicator,10,K12,
000134,OrganizationFederalAccountability,RefGunFreeSchoolsActReportingStatusId,10,Common,
000134,RefGunFreeSchoolsActReportingStatus,,10,Common,
000135,K12LeaFederalReporting,HarassmentOrBullyingPolicy,10,K12,
000136,StaffCompensation,StaffCompensationHealthBenefits,10,Common,
000137,CteCourse,HighSchoolCourseRequirement,10,CareerandTechnical,
000137,K12Course,HighSchoolCourseRequirement,10,K12,
000138,AeStudentAcademicRecord,RefHighSchoolDiplomaTypeId,10,AdultEducation,
000138,K12StudentAcademicRecord,RefHighSchoolDiplomaTypeId,10,K12,
000138,RefHighSchoolDiplomaType,,10,Common,
000140,OrganizationFederalAccountability,RefHighSchoolGraduationRateIndicatorId,10,Common,
000140,RefHighSchoolGraduationRateIndicator,,10,Common,
000141,PersonDetail,RefHighestEducationLevelCompletedId,10,Common,
000141,PersonFamily,RefHighestEducationLevelCompletedId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\PersonFamilyView.cs
000141,RefEducationLevel,,10,Common,
000142,K12StaffAssignment,HighlyQualifiedTeacherIndicator,10,K12,
000143,StaffEmployment,HireDate,10,Common,
000144,PersonDetail,HispanicLatinoEthnicity,10,Common,
000146,PersonHomelessness,RefHomelessNighttimeResidenceId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\PersonHomelessnessView.cs
000146,RefHomelessNighttimeResidence,,10,Common,
000147,PersonProgramParticipation,RefParticipationTypeId,10,Common,
000147,RefParticipationType,,10,Common,
000148,PersonStatus,RefPersonStatusTypeId,10,Common,
000148,RefPersonStatusType,,10,Common,
000149,PersonHomelessness,HomelessnessStatus,10,Common,
000150,K12StudentAcademicHonor,HonorDescription,10,K12,
000151,PersonStatus,RefPersonStatusTypeId,10,Common,
000151,RefPersonStatusType,,10,Common,
001067,Assessment,Identifier,10,Assessment,
001068,OrganizationIdentifier,Identifier,10,Common,
001069,OrganizationIdentifier,Identifier,10,Common,
001070,PersonIdentifier,Identifier,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\PersonIdentifierView.cs
001071,PersonIdentifier,Identifier,10,Common,
000365,Assessment,IdentificationSystem,10,Assessment,
001072,OrganizationIdentifier,RefOrganizationIdentificationSystemId,10,Common,
001072,OrganizationIdentifier,RefOrganizationIdentifierTypeId,10,Common,
001072,RefOrganizationIdentificationSystem,,10,Common,
001073,RefOrganizationIdentificationSystem,,10,Common,
001073,OrganizationIdentifier,RefOrganizationIdentificationSystemId,10,Common,
001073,OrganizationIdentifier,RefOrganizationIdentifierTypeId,10,Common,
001074,PersonIdentifier,RefPersonIdentificationSystemId,10,Common,
001074,RefPersonIdentificationSystem,,10,Common,
001075,PersonIdentifier,RefPersonIdentificationSystemId,10,Common,
001075,RefPersonIdentificationSystem,,10,Common,
000164,K12School,RefIncreasedLearningTimeTypeId,10,K12,
000164,PsInstitution,RefIncreasedLearningTimeTypeId,10,Postsecondary,
000164,RefIncreasedLearningTimeType,,10,Common,
000165,PsStudentEnrollment,InitialEnrollmentTerm,10,Postsecondary,
000166,OrganizationIdentifier,Identifier,10,Common,
000166,OrganizationIdentifier,RefOrganizationIdentifierTypeId,10,Common,
000166,RefOrganizationIdentificationSystem,,10,Common,
000167,OrganizationTelephone,RefInstitutionTelephoneTypeId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\OrganizationTelephoneView.cs
000167,RefInstitutionTelephoneType,,10,Common,
000168,PsStudentEnrollment,InstructionalActivityHoursAttempted,10,Postsecondary,
000169,PsStudentEnrollment,RefInstructionalActivityHoursId,10,Postsecondary,
000169,RefInstructionalActivityHours,,10,Common,
000170,K12LeaFederalReporting,RefIntegratedTechnologyStatusId,10,K12,
000170,RefIntegratedTechnologyStatus,,10,K12,
000171,ProgramParticipationMigrant,LastQualifyingMoveDate,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\ProgramParticipationMigrantView.cs
000172,PersonDetail,LastName,10,Common,
000173,K12Lea,RefLEAImprovementStatusId,10,K12,
000173,RefLeaImprovementStatus,,10,Reference,
000174,OrganizationOperationalStatus,RefOperationalStatusId,10,Common,
000174,RefOperationalStatus,,10,Common,
000175,K12Lea,SupervisoryUnionIdentificationNumber,10,K12,
000175,OrganizationIdentifier,Identifier,10,Common,
000175,OrganizationIdentifier,RefOrganizationIdentifierTypeId,10,Common,
000175,RefOrganizationIdentificationSystem,,10,Common,
000177,RefGradeLevel,,10,Common,
000178,AeProvider,RefLevelOfInstitutionId,10,AdultEducation,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.AdultEducation\Views\AeProviderView.cs
000178,PsInstitution,RefLevelOfInstitutionId,10,Postsecondary,
000178,RefLevelOfInstitution,,10,Common,
000179,PsStudentDemographic,RefPsLepTypeId,10,Postsecondary,
000179,RefPsLepType,,10,Postsecondary,
000180,PersonStatus,RefPersonStatusTypeId,10,Common,
000180,RefPersonStatusType,,10,Common,
000181,K12SchoolStatus,RefMagnetSpecialProgramId,10,K12,
000181,RefMagnetSpecialProgram,,10,K12,
000182,K12StudentCourseSectionMark,MarkingPeriodName,10,K12,
000183,K12StudentCourseSectionMark,MidTermMark,10,K12,
000184,PersonDetail,MiddleName,10,Common,
000185,PersonProgramParticipation,RefParticipationTypeId,10,Common,
000185,RefParticipationType,,10,Common,
000186,ProgramParticipationMigrant,RefMepServiceTypeId,10,Common,
000186,RefMepServiceType,,10,Common,
000187,K12ProgramOrService,RefMepSessionTypeId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12ProgramOrServiceView.cs
